station_id,date,time,pm25_aqi,pm25_value,pm10_aqi,pm10_value,o3_aqi,o3_value,co_aqi,co_value,no2_aqi,no2_value,so2_aqi,so2_value,aqi,aqi_param
52t,2026-09-01,00:00,36,19.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,PM25
53t,2026-09-01,00:00,37,19.5,-1,-1,-999,-1,-1,-1,-1,-1,-999,-1,37,PM25
57t,2026-09-01,00:00,12,7.2,14,27,-1,-1,-1,-1,-1,-1,-999,-1,14,PM10
58t,2026-09-01,00:00,12,7.3,8,15,-1,-1,-1,-1,-1,-1,-999,-1,12,PM25
59t,2026-09-01,00:00,22,13.1,13,26,14,19,3,0.60,5,12,-999,-1,22,PM25
60t,2026-09-01,00:00,27,15.6,-1,-1,-1,-1,-999,-1,-1,-1,-1,-1,27,PM25
61t,2026-09-01,00:00,29,16.3,-1,-1,-1,-1,-999,-1,-1,-1,-1,-1,29,PM25
67t,2026-09-01,00:00,33,18.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,PM25
68t,2026-09-01,00:00,17,9.9,9,18,-1,-1,-1,-1,-1,-1,-1,-1,17,PM25
69t,2026-09-01,00:00,17,9.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,PM25
70t,2026-09-01,00:00,18,11.0,-1,-1,-1,-1,-1,-1,-1,-1,-999,-1,18,PM25
71t,2026-09-01,00:00,10,5.8,7,13,9,12,0,0.00,1,2,3,10,10,PM25
72t,2026-09-01,00:00,16,9.5,11,22,-1,-1,-1,-1,0,0,-1,-1,16,PM25
73t,2026-09-01,00:00,23,13.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,PM25
74t,2026-09-01,00:00,41,21.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,PM25
75t,2026-09-01,00:00,15,8.8,-1,-1,-1,-1,-1,-1,0,0,2,9,15,PM25
77t,2026-09-01,00:00,25,15.0,13,25,-1,-1,-999,-1,-1,-1,-1,-1,25,PM25
79t,2026-09-01,00:00,42,21.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,PM25
81t,2026-09-01,00:00,31,17.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,PM25
82t,2026-09-01,00:00,21,12.6,14,28,-1,-1,1,0.20,1,2,-1,-1,21,PM25
83t,2026-09-01,00:00,12,7.1,9,17,-1,-1,-1,-1,-1,-1,-1,-1,12,PM25
84t,2026-09-01,00:00,24,14.4,17,34,-1,-1,-1,-1,-1,-1,-1,-1,24,PM25
85t,2026-09-01,00:00,20,12.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,PM25
86t,2026-09-01,00:00,22,13.3,13,25,-1,-1,5,0.90,6,15,-1,-1,22,PM25
87t,2026-09-01,00:00,24,14.4,-1,-1,-1,-1,-1,-1,0,0,-1,-1,24,PM25
88t,2026-09-01,00:00,17,10.3,11,21,-1,-1,-1,-1,1,3,-1,-1,17,PM25
90t,2026-09-01,00:00,13,8.0,8,15,-1,-1,-1,-1,-1,-1,-1,-1,13,PM25
91t,2026-09-01,00:00,19,11.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,PM25
92t,2026-09-01,00:00,18,10.6,10,20,-1,-1,-1,-1,-1,-1,-1,-1,18,PM25
93t,2026-09-01,00:00,19,11.2,13,25,-1,-1,1,0.10,3,7,0,0,19,PM25
94t,2026-09-01,00:00,19,11.6,11,21,-1,-1,-1,-1,-1,-1,-1,-1,19,PM25
95t,2026-09-01,00:00,13,7.9,8,16,-1,-1,-1,-1,-1,-1,-1,-1,13,PM25
96t,2026-09-01,00:00,14,8.3,10,20,-1,-1,5,0.80,1,2,0,1,14,PM25
97t,2026-09-01,00:00,10,6.1,7,13,11,15,0,0.00,0,1,1,3,11,O3
98t,2026-09-01,00:00,18,10.6,11,21,11,15,2,0.30,-1,-1,0,0,18,PM25
99t,2026-09-01,00:00,16,9.6,11,22,12,17,1,0.20,1,3,1,3,16,PM25
bkp100t,2026-09-01,00:00,18,10.5,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,18,PM25
bkp101t,2026-09-01,00:00,27,15.6,14,28,-999,-1,-999,-1,-999,-1,-999,-1,27,PM25
bkp102t,2026-09-01,00:00,26,15.2,35,62,-999,-1,-999,-1,-999,-1,-999,-1,35,PM10
bkp103t,2026-09-01,00:00,30,16.9,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,30,PM25
bkp104t,2026-09-01,00:00,28,15.8,20,39,-999,-1,-999,-1,-999,-1,-999,-1,28,PM25
bkp105t,2026-09-01,00:00,55,26.0,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,55,PM25
bkp115t,2026-09-01,00:00,19,11.6,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,19,PM25
bkp116t,2026-09-01,00:00,21,12.7,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,21,PM25
bkp117t,2026-09-01,00:00,22,13.4,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,22,PM25
bkp118t,2026-09-01,00:00,30,16.7,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,30,PM25
bkp119t,2026-09-01,00:00,24,14.5,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,24,PM25
bkp120t,2026-09-01,00:00,23,13.6,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,23,PM25
bkp121t,2026-09-01,00:00,22,13.4,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,22,PM25
bkp122t,2026-09-01,00:00,21,12.8,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,21,PM25
bkp123t,2026-09-01,00:00,19,11.5,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,19,PM25
bkp124t,2026-09-01,00:00,34,18.4,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,34,PM25
bkp126t,2026-09-01,00:00,28,15.8,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,28,PM25
bkp127t,2026-09-01,00:00,40,21.0,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,40,PM25
bkp128t,2026-09-01,00:00,22,13.1,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,22,PM25
bkp129t,2026-09-01,00:00,18,10.6,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,18,PM25
bkp130t,2026-09-01,00:00,19,11.2,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,19,PM25
bkp131t,2026-09-01,00:00,37,19.6,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,37,PM25
bkp133t,2026-09-01,00:00,22,13.3,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,22,PM25
bkp56t,2026-09-01,00:00,31,17.0,36,63,-999,-1,-999,-1,-999,-1,-999,-1,36,PM10
bkp57t,2026-09-01,00:00,34,18.5,29,55,-999,-1,-999,-1,-999,-1,-999,-1,34,PM25
bkp58t,2026-09-01,00:00,51,25.2,44,73,-999,-1,-999,-1,-999,-1,-999,-1,51,PM25
bkp59t,2026-09-01,00:00,34,18.2,24,47,-999,-1,-999,-1,-999,-1,-999,-1,34,PM25
bkp60t,2026-09-01,00:00,24,14.2,24,48,-999,-1,-999,-1,-999,-1,-999,-1,24,PM25
bkp61t,2026-09-01,00:00,28,16.0,16,32,-999,-1,-999,-1,-999,-1,-999,-1,28,PM25
bkp62t,2026-09-01,00:00,44,22.7,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,44,PM25
bkp63t,2026-09-01,00:00,30,16.9,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,30,PM25
bkp64t,2026-09-01,00:00,45,23.0,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,45,PM25
bkp65t,2026-09-01,00:00,38,20.0,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,38,PM25
bkp66t,2026-09-01,00:00,43,22.1,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,43,PM25
bkp67t,2026-09-01,00:00,38,20.1,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,38,PM25
bkp69t,2026-09-01,00:00,34,18.4,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,34,PM25
bkp70t,2026-09-01,00:00,23,13.8,21,42,-999,-1,-999,-1,-999,-1,-999,-1,23,PM25
bkp71t,2026-09-01,00:00,28,15.8,21,42,-999,-1,-999,-1,-999,-1,-999,-1,28,PM25
bkp72t,2026-09-01,00:00,47,23.6,33,60,-999,-1,-999,-1,-999,-1,-999,-1,47,PM25
bkp73t,2026-09-01,00:00,29,16.2,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,29,PM25
bkp74t,2026-09-01,00:00,18,10.9,14,27,-999,-1,-999,-1,-999,-1,-999,-1,18,PM25
bkp75t,2026-09-01,00:00,27,15.5,20,40,-999,-1,-999,-1,-999,-1,-999,-1,27,PM25
bkp76t,2026-09-01,00:00,22,13.3,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,22,PM25
bkp77t,2026-09-01,00:00,21,12.4,19,37,-999,-1,-999,-1,-999,-1,-999,-1,21,PM25
bkp78t,2026-09-01,00:00,46,23.5,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,46,PM25
bkp79t,2026-09-01,00:00,30,16.7,17,34,-999,-1,-999,-1,-999,-1,-999,-1,30,PM25
bkp80t,2026-09-01,00:00,32,17.7,45,74,-999,-1,-999,-1,-999,-1,-999,-1,45,PM10
bkp81t,2026-09-01,00:00,55,26.0,41,69,-999,-1,-999,-1,-999,-1,-999,-1,55,PM25
bkp82t,2026-09-01,00:00,31,17.2,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,31,PM25
bkp83t,2026-09-01,00:00,24,14.1,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,24,PM25
bkp84t,2026-09-01,00:00,48,24.0,27,52,-999,-1,-999,-1,-999,-1,-999,-1,48,PM25
bkp85t,2026-09-01,00:00,39,20.4,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,39,PM25
bkp86t,2026-09-01,00:00,33,17.9,21,41,-999,-1,-999,-1,-999,-1,-999,-1,33,PM25
bkp87t,2026-09-01,00:00,29,16.5,19,38,-999,-1,-999,-1,-999,-1,-999,-1,29,PM25
bkp88t,2026-09-01,00:00,42,21.7,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,42,PM25
bkp89t,2026-09-01,00:00,42,21.8,34,61,-999,-1,-999,-1,-999,-1,-999,-1,42,PM25
bkp90t,2026-09-01,00:00,47,23.8,37,64,-999,-1,-999,-1,-999,-1,-999,-1,47,PM25
bkp91t,2026-09-01,00:00,22,13.2,21,42,-999,-1,-999,-1,-999,-1,-999,-1,22,PM25
bkp92t,2026-09-01,00:00,42,21.7,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,42,PM25
bkp93t,2026-09-01,00:00,22,13.3,21,42,-999,-1,-999,-1,-999,-1,-999,-1,22,PM25
bkp94t,2026-09-01,00:00,37,19.7,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,37,PM25
bkp95t,2026-09-01,00:00,33,17.8,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,33,PM25
bkp96t,2026-09-01,00:00,28,16.0,16,32,-999,-1,-999,-1,-999,-1,-999,-1,28,PM25
bkp97t,2026-09-01,00:00,33,17.9,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,33,PM25
bkp98t,2026-09-01,00:00,44,22.5,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,44,PM25
bkp99t,2026-09-01,00:00,24,14.3,14,28,-999,-1,-999,-1,-999,-1,-999,-1,24,PM25
o10,2026-09-01,00:00,27,15.5,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,27,PM25
o61,2026-09-01,00:00,16,9.8,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,16,PM25
o63,2026-09-01,00:00,16,9.5,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,16,PM25
101t,2026-09-01,04:00,14,8.3,10,19,-1,-1,19,3.30,1,2,0,1,19,CO
102t,2026-09-01,04:00,20,12.2,12,23,-1,-1,-1,-1,-1,-1,1,3,20,PM25
103t,2026-09-01,04:00,12,7.4,15,29,-1,-1,1,0.10,3,6,0,0,15,PM10
106t,2026-09-01,04:00,10,5.9,-999,-1,6,9,2,0.30,1,2,0,0,10,PM25
108t,2026-09-01,04:00,19,11.3,-1,-1,14,19,12,2.10,0,0,1,2,19,PM25
111t,2026-09-01,04:00,11,6.5,-999,-1,15,21,1,0.10,0,0,0,0,15,O3
113t,2026-09-01,04:00,14,8.5,10,19,25,35,1,0.10,0,0,0,0,25,O3
115t,2026-09-01,04:00,14,8.2,9,17,6,8,1,0.20,0,0,0,1,14,PM25
116t,2026-09-01,04:00,15,9.0,11,22,10,14,1,0.10,2,4,0,1,15,PM25
19t,2026-09-01,04:00,27,15.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,PM25
29t,2026-09-01,04:00,25,14.8,28,53,-1,-1,-1,-1,-1,-1,-1,-1,28,PM10
33t,2026-09-01,04:00,20,11.8,-1,-1,-1,-1,-999,-1,-1,-1,-999,-1,20,PM25
50t,2026-09-01,04:00,38,20.0,-1,-1,-999,-1,-1,-1,-1,-1,-999,-1,38,PM25
60t,2026-09-01,04:00,28,15.8,-1,-1,-1,-1,-999,-1,-1,-1,-1,-1,28,PM25
73t,2026-09-01,04:00,22,13.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,PM25
94t,2026-09-01,04:00,22,13.4,11,21,-1,-1,-1,-1,-1,-1,-1,-1,22,PM25
95t,2026-09-01,04:00,12,7.2,8,15,-1,-1,-1,-1,-1,-1,-1,-1,12,PM25
02t,2026-09-01,05:00,31,17.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,PM25
08t,2026-09-01,05:00,36,19.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,PM25
100t,2026-09-01,05:00,23,13.9,19,37,5,7,0,0.00,2,5,0,0,23,PM25
104t,2026-09-01,05:00,16,9.7,-1,-1,7,10,1,0.10,1,2,0,0,16,PM25
105t,2026-09-01,05:00,16,9.6,-999,-1,3,4,1,0.10,2,5,0,0,16,PM25
107t,2026-09-01,05:00,15,9.0,-1,-1,15,21,7,1.30,1,2,0,0,15,PM25
109t,2026-09-01,05:00,11,6.8,-1,-1,15,21,1,0.10,1,2,1,3,15,O3
110t,2026-09-01,05:00,13,7.8,-999,-1,21,30,1,0.20,1,2,0,0,21,O3
112t,2026-09-01,05:00,9,5.2,-999,-1,17,24,0,0.00,0,0,0,1,17,O3
114t,2026-09-01,05:00,11,6.8,9,17,18,25,2,0.40,-1,-1,-1,-1,18,O3
117t,2026-09-01,05:00,19,11.4,-999,-1,6,8,1,0.20,2,4,0,1,19,PM25
118t,2026-09-01,05:00,15,8.8,-1,-1,2,3,-1,-1,1,3,0,0,15,PM25
119t,2026-09-01,05:00,16,9.6,-1,-1,4,5,8,1.40,1,2,1,2,16,PM25
120t,2026-09-01,05:00,19,11.4,-1,-1,8,11,3,0.60,3,7,0,0,19,PM25
121t,2026-09-01,05:00,23,13.9,-1,-1,7,10,2,0.40,1,3,0,0,23,PM25
13t,2026-09-01,05:00,13,7.6,13,25,2,3,2,0.30,-1,-1,-1,-1,13,PM10
14t,2026-09-01,05:00,36,19.1,-1,-1,4,5,2,0.30,6,14,1,3,36,PM25
16t,2026-09-01,05:00,23,13.6,12,24,-1,-1,-1,-1,-1,-1,-1,-1,23,PM25
17t,2026-09-01,05:00,27,15.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,PM25
18t,2026-09-01,05:00,45,23.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,PM25
20t,2026-09-01,05:00,39,20.3,16,32,-1,-1,-1,-1,-1,-1,-1,-1,39,PM25
21t,2026-09-01,05:00,17,9.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,PM25
22t,2026-09-01,05:00,18,10.6,12,24,-1,-1,-1,-1,-1,-1,-1,-1,18,PM25
24t,2026-09-01,05:00,28,16.1,27,52,-1,-1,-1,-1,-1,-1,-1,-1,28,PM25
25t,2026-09-01,05:00,20,11.7,12,23,-1,-1,-999,-1,-1,-1,-999,-1,20,PM25
26t,2026-09-01,05:00,29,16.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,PM25
27t,2026-09-01,05:00,35,18.7,-1,-1,-1,-1,-999,-1,-1,-1,-1,-1,35,PM25
28t,2026-09-01,05:00,42,21.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,PM25
30t,2026-09-01,05:00,24,14.1,22,44,6,9,1,0.10,1,2,0,0,24,PM25
31t,2026-09-01,05:00,72,30.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72,PM25
34t,2026-09-01,05:00,61,27.7,-1,-1,-1,-1,-1,-1,-1,-1,-999,-1,61,PM25
35t,2026-09-01,05:00,27,15.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,PM25
36t,2026-09-01,05:00,16,9.3,-1,-1,-999,-1,-1,-1,-1,-1,-1,-1,16,PM25
40t,2026-09-01,05:00,16,9.5,-1,-1,-1,-1,-999,-1,-1,-1,-1,-1,16,PM25
46t,2026-09-01,05:00,25,15.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,PM25
47t,2026-09-01,05:00,31,17.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,PM25
52t,2026-09-01,05:00,32,17.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,PM25
53t,2026-09-01,05:00,33,17.9,-1,-1,-999,-1,-1,-1,-1,-1,-999,-1,33,PM25
57t,2026-09-01,05:00,13,7.9,14,27,-1,-1,-1,-1,-1,-1,-999,-1,14,PM10
58t,2026-09-01,05:00,13,7.5,8,15,-1,-1,-1,-1,-1,-1,-999,-1,13,PM25
59t,2026-09-01,05:00,19,11.5,13,25,20,28,2,0.30,6,14,-999,-1,20,O3
61t,2026-09-01,05:00,27,15.5,-1,-1,-1,-1,-999,-1,-1,-1,-1,-1,27,PM25
67t,2026-09-01,05:00,35,18.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,PM25
68t,2026-09-01,05:00,18,10.9,10,19,-1,-1,-1,-1,-1,-1,-1,-1,18,PM25
69t,2026-09-01,05:00,15,9.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,PM25
70t,2026-09-01,05:00,18,10.9,-1,-1,-1,-1,-1,-1,-1,-1,-999,-1,18,PM25
71t,2026-09-01,05:00,10,5.8,8,15,9,12,0,0.00,1,2,3,10,10,PM25
72t,2026-09-01,05:00,15,8.7,10,20,-1,-1,-1,-1,0,0,-1,-1,15,PM25
74t,2026-09-01,05:00,40,21.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,PM25
75t,2026-09-01,05:00,16,9.5,-1,-1,-1,-1,-1,-1,0,0,-1,-1,16,PM25
77t,2026-09-01,05:00,26,15.3,14,28,-1,-1,-999,-1,-1,-1,-1,-1,26,PM25
79t,2026-09-01,05:00,34,18.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,PM25
81t,2026-09-01,05:00,27,15.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,PM25
82t,2026-09-01,05:00,21,12.7,14,28,-1,-1,1,0.20,0,1,-1,-1,21,PM25
83t,2026-09-01,05:00,11,6.8,8,16,-1,-1,-1,-1,-1,-1,-1,-1,11,PM25
84t,2026-09-01,05:00,24,14.2,17,33,-1,-1,-1,-1,-1,-1,-1,-1,24,PM25
85t,2026-09-01,05:00,18,11.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,PM25
86t,2026-09-01,05:00,19,11.2,11,22,-1,-1,5,0.80,7,16,-1,-1,19,PM25
87t,2026-09-01,05:00,24,14.4,-1,-1,-1,-1,-1,-1,0,0,-1,-1,24,PM25
88t,2026-09-01,05:00,17,9.9,10,20,-1,-1,-1,-1,1,2,-1,-1,17,PM25
90t,2026-09-01,05:00,13,7.6,7,13,-1,-1,-1,-1,-1,-1,-1,-1,13,PM25
91t,2026-09-01,05:00,16,9.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,PM25
92t,2026-09-01,05:00,18,10.8,10,19,-1,-1,-1,-1,-1,-1,-1,-1,18,PM25
93t,2026-09-01,05:00,18,10.5,13,25,-1,-1,1,0.20,2,4,0,0,18,PM25
96t,2026-09-01,05:00,13,7.5,9,18,-1,-1,5,0.80,-1,-1,-1,-1,13,PM25
97t,2026-09-01,05:00,10,6.0,6,12,11,16,0,0.00,0,1,1,3,11,O3
98t,2026-09-01,05:00,19,11.2,11,22,10,14,1,0.20,-1,-1,0,0,19,PM25
99t,2026-09-01,05:00,17,9.9,10,20,9,13,1,0.20,2,5,1,4,17,PM25
bkp100t,2026-09-01,05:00,19,11.1,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,19,PM25
bkp101t,2026-09-01,05:00,26,15.1,13,26,-999,-1,-999,-1,-999,-1,-999,-1,26,PM25
bkp102t,2026-09-01,05:00,24,14.4,30,56,-999,-1,-999,-1,-999,-1,-999,-1,30,PM10
bkp103t,2026-09-01,05:00,26,15.2,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,26,PM25
bkp104t,2026-09-01,05:00,27,15.4,19,37,-999,-1,-999,-1,-999,-1,-999,-1,27,PM25
bkp105t,2026-09-01,05:00,48,24.0,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,48,PM25
bkp114t,2026-09-01,05:00,18,10.9,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,18,PM25
bkp115t,2026-09-01,05:00,18,10.9,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,18,PM25
bkp116t,2026-09-01,05:00,19,11.6,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,19,PM25
bkp117t,2026-09-01,05:00,22,13.1,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,22,PM25
bkp118t,2026-09-01,05:00,32,17.7,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,32,PM25
bkp119t,2026-09-01,05:00,22,12.9,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,22,PM25
bkp120t,2026-09-01,05:00,21,12.5,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,21,PM25
bkp121t,2026-09-01,05:00,22,13.3,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,22,PM25
bkp122t,2026-09-01,05:00,19,11.4,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,19,PM25
